1,13
18,7
2,16
11,16
21,16
3,16
12,16
25,16
6,16
17,16
28,16
4,45
1,41
12,41
22,41
2,41
13,41
23,41
14,41
24,41
25,41
1,17
11,17
21,17
2,17
12,17
22,17
3,17
13,17
23,17
4,17
14,17
24,17
25,17
1,6
11,6
21,6
2,6
12,6
22,6
3,6
13,6
23,6
4,6
14,6
24,6
5,6
25,6
1,63
11,63
21,63
2,63
12,63
22,63
3,63
13,63
23,63
4,63
14,63
24,63
5,63
25,63
1,46
11,46
21,46
2,46
12,46
22,46
3,46
13,46
23,46
4,46
14,46
24,46
5,46
25,46
1,50
11,50
21,50
2,50
12,50
22,50
3,50
13,50
23,50
4,50
14,50
24,50
5,50
25,50
1,36
11,36
21,36
2,36
12,36
22,36
3,36
13,36
23,36
4,36
14,36
24,36
5,36
25,36
1,59
11,59
21,59
2,59
12,59
22,59
3,59
13,59
23,59
4,59
14,59
24,59
5,59
15,59
25,59
1,20
11,20
21,20
2,20
12,20
22,20
3,20
13,20
23,20
4,20
14,20
24,20
5,20
15,20
25,20
1,19
11,19
21,19
2,19
12,19
22,19
3,19
13,19
23,19
4,19
14,19
24,19
5,19
15,19
25,19
1,61
11,61
21,61
2,61
12,61
22,61
3,61
13,61
23,61
4,61
14,61
24,61
5,61
15,61
25,61
1,33
11,33
21,33
2,33
12,33
22,33
3,33
13,33
23,33
4,33
14,33
24,33
5,33
15,33
25,33
1,34
11,34
21,34
2,34
12,34
22,34
3,34
13,34
23,34
4,34
14,34
24,34
5,34
15,34
25,34
1,35
11,35
21,35
2,35
12,35
22,35
3,35
13,35
23,35
4,35
14,35
24,35
5,35
15,35
25,35
1,42
11,42
21,42
2,42
12,42
22,42
3,42
13,42
23,42
4,42
14,42
24,42
5,42
15,42
25,42
1,1
11,1
21,1
2,1
12,1
22,1
3,1
13,1
23,1
4,1
14,1
24,1
5,1
15,1
25,1
1,49
11,49
21,49
2,49
12,49
22,49
3,49
13,49
23,49
4,49
14,49
24,49
5,49
15,49
25,49
1,37
11,37
21,37
2,37
12,37
22,37
3,37
13,37
23,37
4,37
14,37
24,37
5,37
15,37
25,37
1,51
11,51
21,51
2,51
12,51
22,51
3,51
13,51
23,51
4,51
14,51
24,51
5,51
15,51
25,51
1,64
11,64
21,64
2,64
12,64
22,64
3,64
13,64
23,64
4,64
14,64
24,64
5,64
15,64
25,64
1,43
11,43
21,43
2,43
12,43
22,43
3,43
13,43
23,43
4,43
14,43
24,43
5,43
15,43
25,43
1,5
11,5
21,5
2,5
12,5
22,5
3,5
13,5
23,5
4,5
14,5
24,5
5,5
15,5
25,5
1,22
11,22
21,22
2,22
12,22
22,22
3,22
13,22
23,22
4,22
14,22
24,22
5,22
15,22
25,22
1,29
11,29
21,29
2,29
12,29
22,29
3,29
13,29
23,29
4,29
14,29
24,29
5,29
15,29
25,29
1,24
11,24
21,24
2,24
12,24
22,24
3,24
13,24
23,24
4,24
14,24
24,24
5,24
15,24
25,24
1,23
11,23
21,23
2,23
12,23
22,23
3,23
13,23
23,23
4,23
14,23
24,23
5,23
15,23
25,23
1,30
11,30
21,30
2,30
12,30
22,30
3,30
13,30
23,30
4,30
14,30
24,30
5,30
15,30
25,30
1,15
11,15
21,15
2,15
12,15
22,15
3,15
13,15
23,15
4,15
14,15
24,15
5,15
15,15
25,15
1,28
11,28
21,28
2,28
12,28
22,28
3,28
13,28
23,28
4,28
14,28
24,28
5,28
15,28
25,28
1,11
11,11
21,11
2,11
12,11
22,11
3,11
13,11
23,11
4,11
14,11
24,11
5,11
15,11
25,11
1,57
11,57
21,57
2,57
